Id,State,Year,Ev dem,Ev gop,Dem votes,Gop votes,Third votes,Other votes,Margin votes,Dem pct,Gop pct,Third pct,Other pct,Margin pct,Winner
519,DC,1972,0,3,35226,127627,,568,92401,0.22,0.78,,0,0.54,REP
518,DE,1972,3,0,140357,92283,,2876,48074,0.6,0.39,,0.01,0.41,DEM
520,FL,1972,17,0,1857759,718117,,7407,1139642,0.72,0.28,,0,0.12,DEM
521,GA,1972,12,0,881496,289529,,3747,591967,0.75,0.25,,0,0.39,DEM
522,HI,1972,4,0,168865,101409,,0,67456,0.62,0.38,,0,0.96,DEM
526,IA,1972,8,0,706207,496206,,23531,210001,0.58,0.4,,0.02,0.13,DEM
523,ID,1972,4,0,199384,80826,,30169,118558,0.64,0.26,,0.1,0.2,DEM
524,IL,1972,26,0,2788179,1913472,,21585,874707,0.59,0.41,,0,0.52,DEM
525,IN,1972,13,0,1405154,708568,,11807,696586,0.66,0.33,,0.01,0.77,DEM
527,KS,1972,7,0,619812,270287,,25996,349525,0.68,0.3,,0.03,0.15,DEM
528,KY,1972,9,0,676446,371159,,19894,305287,0.63,0.35,,0.02,0.6,DEM
529,LA,1972,10,0,686852,298142,,66497,388710,0.65,0.28,,0.06,0.97,DEM
532,MA,1972,0,14,1112078,1332540,,14138,220462,0.45,0.54,,0.01,8.97,REP
531,MD,1972,10,0,829305,505781,,18726,323524,0.61,0.37,,0.01,0.9,DEM
530,ME,1972,4,0,256458,160584,,229,95874,0.61,0.38,,0,0.98,DEM
533,MI,1972,21,0,1961721,1459435,,69169,502286,0.56,0.42,,0.02,0.39,DEM
534,MN,1972,10,0,898269,802346,,41037,95923,0.52,0.46,,0.02,5.51,DEM
536,MO,1972,12,0,1154058,698531,,0,455527,0.62,0.38,,0,0.59,DEM
535,MS,1972,7,0,505125,126782,,14056,378343,0.78,0.2,,0.02,0.57,DEM
537,MT,1972,4,0,183976,120197,,13430,63779,0.58,0.38,,0.04,0.08,DEM
544,NC,1972,13,0,1054889,438705,,25018,616184,0.69,0.29,,0.02,0.58,DEM
545,ND,1972,3,0,174109,100384,,6021,73725,0.62,0.36,,0.02,0.28,DEM
538,NE,1972,5,0,406298,169991,,0,236307,0.71,0.3,,0,0,DEM
540,NH,1972,4,0,213724,116435,,3900,97289,0.64,0.35,,0.01,0.12,DEM
541,NJ,1972,17,0,1845502,1102211,,49516,743291,0.62,0.37,,0.02,0.8,DEM
542,NM,1972,4,0,235606,141084,,9241,94522,0.61,0.37,,0.02,0.49,DEM
539,NV,1972,3,0,115750,66016,,0,49734,0.64,0.36,,0,0.36,DEM
543,NY,1972,41,0,4192778,2951084,,17968,1241694,0.59,0.41,,0,0.34,DEM
546,OH,1972,25,0,2441827,1558889,,94071,882938,0.6,0.38,,0.02,0.56,DEM
547,OK,1972,8,0,759025,247147,,23728,511878,0.74,0.24,,0.02,0.7,DEM
548,OR,1972,6,0,486686,392760,,48500,93926,0.52,0.42,,0.05,0.12,DEM
549,PA,1972,27,0,2714521,1796951,,80633,917570,0.59,0.39,,0.02,0.98,DEM
550,RI,1972,4,0,220383,194645,,780,25738,0.53,0.47,,0,6.19,DEM
551,SC,1972,8,0,478427,189270,,10183,289157,0.71,0.28,,0.02,0.66,DEM
552,SD,1972,4,0,166476,139945,,994,26531,0.54,0.46,,0,8.63,DEM
553,TN,1972,10,0,813147,357293,,30742,455854,0.68,0.3,,0.03,0.95,DEM
554,TX,1972,26,0,2298896,1154291,,19527,1144605,0.66,0.33,,0.01,0.96,DEM
555,UT,1972,4,0,323643,126284,,28549,197359,0.68,0.26,,0.06,0.25,DEM
557,VA,1972,11,0,988493,438887,,29639,549606,0.68,0.3,,0.02,0.72,DEM
556,VT,1972,3,0,117149,68174,,1623,48975,0.63,0.36,,0.01,0.2,DEM
558,WA,1972,9,0,837135,568334,,65378,268801,0.57,0.39,,0.04,0.28,DEM
560,WI,1972,11,0,989430,810174,,53286,179256,0.53,0.44,,0.03,9.67,DEM
559,WV,1972,6,0,484964,277435,,0,207529,0.64,0.36,,0,0.22,DEM
561,WY,1972,3,0,100464,44358,,748,56106,0.69,0.3,,0.01,0.54,DEM
